ID,Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
tt0187413,Poombatta,1971.0,,4.5,10.0,Drama            ,malayalam
tt9614428,Sikander 2,2019.0,131.0,7.4,114.0,Drama            ,punjabi
tt0238641,Sushila,1978.0,,6.4,16.0,,marathi
tt0250461,Karnan,1964.0,187.0,8.1,465.0,"Action, Drama, History            ",telugu
tt0186794,Thayillamal Nannilai,1979.0,135.0,6.3,58.0,"Action, Drama            ",telugu
tt0256406,Sri Venkateswara Mahathyam,1960.0,204.0,8.5,52.0,"Drama, Musical            ",telugu
tt0214569,Chadurangam,1978.0,,5.6,8.0,,tamil
tt7614030,Kanaka,2018.0,155.0,6.9,50.0,Action            ,kannada
tt1427112,Sumathi En Sundari,1971.0,,6.8,17.0,,tamil
tt5321062,Kaliyachan,2015.0,100.0,5.5,24.0,Drama            ,malayalam
tt0287734,Subhakankshalu,1998.0,154.0,7.3,61.0,"Comedy, Drama            ",telugu
tt0284248,Lakhon Me Ek,1971.0,155.0,7.0,67.0,"Comedy, Drama            ",hindi
tt0274093,Sneham,1998.0,134.0,7.1,50.0,Drama            ,malayalam
tt6407698,Gogoler Kirti,2014.0,135.0,5.4,14.0,"Crime, Thriller            ",bengali
tt1238735,Dhoom Dadakka,2008.0,128.0,3.4,87.0,"Comedy, Crime, Drama            ",punjabi
tt1889723,Doraha,,,8.0,42.0,Drama            ,urdu
tt0097640,Kala Bazaar,1989.0,160.0,5.5,201.0,"Action, Drama            ",hindi
tt0324403,Vaa Kanna Vaa,1982.0,,4.3,6.0,,tamil
tt9343936,My Dear Marthandam,2018.0,103.0,5.7,15.0,Comedy            ,telugu
tt0420304,Viruddh... Family Comes First,2005.0,132.0,7.1,2038.0,"Drama, Family            ",hindi
tt0273164,Daman: A Victim of Marital Violence,2001.0,,5.5,87.0,Drama            ,assamese
tt11142962,Bitter Chestnut,2019.0,100.0,7.1,27.0,Drama            ,hindi
tt9203500,Besharam,2016.0,,8.4,47.0,Drama            ,oriya
tt6246362,Love Express,2016.0,155.0,5.2,307.0,Romance            ,bengali
tt9011130,Kalki,,141.0,4.7,468.0,"Action, Comedy, Crime            ",malayalam
tt4654964,Miss Match,2014.0,162.0,6.7,21.0,Romance            ,marathi
tt6296236,Running Shaadi,2017.0,114.0,6.6,2425.0,"Comedy, Romance            ",hindi
tt3415204,Thunive Thunai,1976.0,137.0,6.4,16.0,,tamil
tt0148523,Neel Kamal,1968.0,160.0,6.9,269.0,"Drama, Fantasy, Musical            ",hindi
tt5517824, Madam Secretary,,43.0,7.3,237.0,Drama            ,oriya
tt1201620,Donkey in Lahore,2008.0,117.0,8.0,83.0,"Documentary, Drama            ",oriya
tt0070241,Jheel Ke Us Paar,1973.0,142.0,7.2,87.0,"Drama, Romance            ",hindi
tt2373548,En Veedu En Kanavar,1990.0,,4.5,85.0,Drama            ,tamil
tt0282827,Pappan Priyappetta Pappan,1986.0,137.0,6.8,161.0,"Comedy, Fantasy            ",malayalam
tt0357517,Buniyaad,1972.0,,5.7,6.0,"Drama, Family            ",hindi
tt0112738,Criminal,,123.0,5.7,439.0,"Action, Romance, Thriller            ",hindi
tt1265633,Arasatchi,2004.0,,6.0,48.0,"Action, Crime, Drama            ",telugu
tt4635372,Masaan,2015.0,109.0,8.2,24320.0,Drama            ,hindi
tt7695522,Karu,2018.0,122.0,5.6,465.0,"Drama, Horror, Thriller            ",tamil
tt1937092,Always Kabhi Kabhi,2011.0,126.0,4.0,1289.0,"Comedy, Crime, Drama            ",hindi
tt6268114,Kavalai Vendam,2016.0,150.0,4.9,466.0,"Comedy, Romance            ",tamil
tt7095392,Achari America Yathra,2018.0,135.0,5.7,628.0,"Comedy, Family            ",telugu
tt2196224,Desi Romeos,2012.0,,5.1,112.0,"Music, Musical            ",punjabi
tt11056304,Make in India,2019.0,,7.0,9.0,Drama            ,hindi
tt0361941,Naam O Nishan,1987.0,129.0,4.3,32.0,"Thriller, Action            ",hindi
tt3175286,Ezhamathe Varavu,2013.0,,6.1,58.0,Family            ,malayalam
tt8543412,Konwarpurar Konwar,2017.0,,5.0,5.0,"Action, Comedy, Romance            ",assamese
tt0049708,Saheb Bibi Golam,1956.0,149.0,7.9,41.0,Drama            ,bengali
tt3449292,Manjhi: The Mountain Man,2015.0,120.0,8.0,17950.0,"Adventure, Biography, Drama            ",hindi
tt0246493,Chori Mera Kaam,1975.0,165.0,7.0,134.0,"Comedy, Musical, Romance            ",hindi
tt0230036,Bhoodana,1962.0,161.0,8.6,16.0,Drama            ,kannada
tt1237879,Ghundi Run,2007.0,,5.4,18.0,,punjabi
tt6409416,The Elder One,2019.0,125.0,7.5,1606.0,"Action, Crime, Drama            ",malayalam
tt2375559,1 - Nenokkadine,2014.0,170.0,8.1,43375.0,"Action, Comedy, Romance            ",telugu
tt0083569,Apradhi Kaun?,1982.0,,6.0,13.0,Thriller            ,hindi
tt5215260,Ko 2,2016.0,124.0,5.5,673.0,"Action, Drama, Thriller            ",tamil
tt0052217,Solva Saal,1958.0,135.0,7.1,139.0,"Comedy, Romance, Thriller            ",hindi
tt6299040,The Ghazi Attack,2017.0,116.0,7.6,12141.0,"Action, Thriller, War            ",hindi
tt11091644,Elleidde illi Tanaka,2019.0,138.0,6.0,21.0,Comedy            ,kannada
tt0290940,Zaalim,1994.0,131.0,4.9,550.0,"Action, Drama            ",hindi
tt0245349,Pattinathar,1936.0,,6.8,13.0,Biography            ,tamil
tt0810834,Dil Apna Punjabi,2006.0,,6.7,151.0,Drama            ,punjabi
tt0320116,Naan Sigappu Manithan,1985.0,147.0,7.0,254.0,"Action, Crime, Drama            ",tamil
tt1446055,Don Muthu Swami,2008.0,112.0,4.8,59.0,"Comedy, Drama            ",hindi
tt0092578,Aradhana,1987.0,141.0,6.8,100.0,"Musical, Romance            ",telugu
tt3290478, Coke Studio,,,7.8,5.0,Music            ,urdu
tt5201494,Athiradi,2015.0,,5.8,5.0,"Action, Comedy            ",tamil
tt0404192,Leader,2003.0,,3.5,8.0,"Comedy, Drama, Thriller            ",malayalam
tt0373202,Oka Raju Oka Rani,2003.0,,5.3,30.0,Romance            ,telugu
tt5332192,Krishnan Marriage Story,2011.0,133.0,6.2,12.0,"Drama, Romance            ",kannada
tt4715008,Ek Kasak Reh Gaee,,,8.3,9.0,Drama            ,oriya
tt2622698,Isaac Newton Son of Philipose,2013.0,,3.2,26.0,Comedy            ,malayalam
tt0246240,Sneham Kosam,1999.0,169.0,6.5,263.0,"Action, Drama            ",telugu
tt0263778,Narthanasala,1963.0,175.0,7.6,227.0,"Drama, Musical            ",telugu
tt4108876, Humsafar,,41.0,7.9,23.0,"Drama, Romance            ",oriya
tt0401012,Heena,,,6.9,23.0,Drama            ,urdu
tt3129382,Ambareesha,2014.0,155.0,4.0,190.0,Action            ,kannada
tt4298706,Swamir Deoa Sindur,2005.0,130.0,7.3,11.0,Drama            ,bengali
tt8938866,And the Oskar Goes To..,2019.0,124.0,7.2,494.0,Drama            ,malayalam
tt0382771,Jungle Ki Beti,1988.0,,3.5,10.0,Adventure            ,hindi
tt4144312, Humsafar,,37.0,7.7,22.0,"Drama, Romance            ",urdu
tt2555958,Arrambam,2013.0,157.0,7.0,8755.0,"Action, Drama, Mystery            ",tamil
tt0090109,Swathi Muthyam,1986.0,160.0,8.3,720.0,"Drama, Family, Romance            ",tamil
tt1956697,Vettai,2012.0,150.0,6.0,2300.0,Action            ,tamil
tt5721784,Pularum Iniyum Naalekal,2016.0,72.0,7.1,9.0,"Comedy, Drama, Romance            ",malayalam
tt0226847,Jaanam Samjha Karo,1999.0,153.0,4.8,1576.0,"Drama, Romance            ",hindi
tt12987136,Maguva,2020.0,45.0,7.2,61.0,Thriller            ,telugu
tt0213220,Sawa Lakh Se Ek Ladaun,1976.0,135.0,7.3,26.0,"Action, Drama, War            ",punjabi
tt7262178,Veerey Ki Wedding,2018.0,131.0,2.8,489.0,"Comedy, Romance            ",hindi
tt4920168,Behadd,,128.0,7.8,180.0,"Drama, Romance            ",oriya
tt0366231,Bhaktha Vijaya,1956.0,149.0,8.5,13.0,"Drama, Family            ",kannada
tt1979209,Chala Mussaddi - Office Office,2011.0,60.0,6.1,343.0,"Comedy, Drama            ",hindi
tt2708644,I Love NY,2015.0,127.0,3.4,633.0,"Comedy, Romance            ",hindi
tt5502766,Phillauri,2017.0,138.0,6.1,3539.0,"Comedy, Drama, Fantasy            ",hindi
tt0057332,Mujhe Jeene Do,1963.0,95.0,7.5,76.0,"Action, Crime, Drama            ",bhojpuri
tt2780192,Radio,,,3.7,10.0,Thriller            ,malayalam
tt0286488,Barood,1998.0,159.0,4.6,617.0,"Action, Crime, Drama            ",hindi
tt1576367,All Rounder,1998.0,,5.1,20.0,Comedy            ,telugu
tt5465472,Common Gender,2012.0,,8.0,44.0,Drama            ,bengali
tt2943914,GodsView,2014.0,84.0,3.3,101.0,"Adventure, Family, Mystery            ",tamil
tt2210713,Jomalaye Jibanta Manush,1958.0,127.0,7.5,108.0,Comedy            ,bengali
tt1630546,Dvandva,2009.0,51.0,6.1,15.0,"Crime, Drama, Mystery            ",hindi
tt0255643,Thenmavin Kombath,1994.0,164.0,8.1,2698.0,"Comedy, Drama, Romance            ",malayalam
tt2582746,Rongbaz Badsha,2001.0,,5.9,9.0,Action            ,bengali
tt6264452,Meera Jaakirathai,2016.0,106.0,3.0,11.0,Horror            ,tamil
tt0052572,The World of Apu,1959.0,105.0,8.5,12386.0,Drama            ,bengali
tt2396399,Chinna,2005.0,149.0,4.0,27.0,Drama            ,tamil
tt12625756,Churuli,2021.0,,8.2,52.0,"Fantasy, Mystery, Thriller            ",malayalam
tt0374271,Tere Naam,2003.0,132.0,7.1,16484.0,"Action, Drama, Romance            ",hindi
tt0471862,Pournami,2006.0,160.0,5.8,687.0,"Action, Drama, Mystery            ",telugu
tt0246010,Kothala Raayudu,1979.0,,6.9,15.0,"Comedy, Family            ",telugu
tt0235274,Chameli Memsaab,1975.0,144.0,8.1,19.0,Drama            ,assamese
tt0155719,Gadbad Ghotala,1986.0,,6.5,11.0,,marathi
tt6547964,Ekattorer Nishan,2016.0,97.0,6.5,6.0,"Drama, Family, War            ",bengali
tt0261157,Pattikatu Ponnaiah,1973.0,138.0,6.8,16.0,Drama            ,tamil
tt0291883,Ek Ladka Ek Ladki,1992.0,162.0,5.7,950.0,"Comedy, Romance            ",hindi
tt3008348,Dashamukha,2012.0,,6.6,34.0,"Crime, Thriller            ",kannada
tt7151480,Bhikari,2017.0,130.0,6.0,114.0,"Action, Drama, Thriller            ",marathi
tt0379255,Dhoop Chhaon,1935.0,129.0,5.7,7.0,,hindi
tt0318599,Purantha Veeda Pukanda Veeda,1993.0,148.0,6.1,8.0,,tamil
tt0359440,Hukumat,1987.0,130.0,6.1,139.0,"Action, Drama            ",hindi
tt0808904,Pachakuthira,2006.0,144.0,4.1,258.0,"Comedy, Drama, Romance            ",malayalam
tt7981438,Devi Sri Prasad,2017.0,98.0,6.1,13.0,"Action, Drama            ",telugu
tt0363421,Amar Tumi,1989.0,142.0,5.9,10.0,"Drama, Musical            ",bengali
tt7247410,Thatrom Thookrom,2020.0,131.0,5.2,427.0,Action            ,tamil
tt2319889,Jannat 2,2012.0,150.0,6.2,5261.0,"Crime, Drama, Thriller            ",hindi
tt0086103,Phatik Chand,1983.0,103.0,7.1,135.0,"Adventure, Crime, Drama            ",bengali
tt2385073,Endukante... Premanta,2012.0,154.0,6.0,750.0,"Comedy, Fantasy, Romance            ",telugu
tt0214842,Katha Sangama,1975.0,144.0,8.0,62.0,Drama            ,kannada
tt12320574,Bir Bikram 2,2019.0,131.0,6.5,10.0,"Drama, Romance            ",nepali
tt0808500,Thuruppu Gulan,2006.0,140.0,5.0,463.0,"Action, Comedy            ",malayalam
tt13345636,Funny Boy,2020.0,109.0,6.2,738.0,Drama            ,tamil
tt3686256,Viraat,2016.0,145.0,4.3,160.0,Action            ,kannada
tt6563392,Achena Bondhutto,2015.0,,8.0,5.0,Drama            ,bengali
tt0322816,Thoongathey Tambi Thoongathey,1983.0,137.0,6.4,105.0,Drama            ,telugu
tt14155890,Fitoor,,40.0,8.4,23.0,Drama            ,urdu
tt0069751,Bandhe Haath,1973.0,139.0,6.1,98.0,"Action, Thriller            ",hindi
tt0064364,Gejje Pooje,1969.0,162.0,8.6,46.0,,kannada
tt3114944,Jayammana Maga,2013.0,139.0,7.1,24.0,Drama            ,kannada
tt1545308,Kadhal 2 Kalyanam,2013.0,,5.4,12.0,Comedy            ,tamil
tt1594924,Laaj,2003.0,,6.9,7.0,"Action, Drama            ",urdu
tt13529508,Meher,2020.0,,9.3,27.0,Drama            ,hindi
tt1507255,Baana Kaathadi,2010.0,146.0,5.6,202.0,Romance            ,tamil
tt0050820,Pardesi,1957.0,152.0,7.1,103.0,"Adventure, Biography, History            ",hindi
tt1137979,Rama Rama Kya Hai Dramaaa,2008.0,180.0,3.9,253.0,"Comedy, Drama, Romance            ",hindi
tt9182582,Plus,,151.0,5.3,6.0,"Drama, Mystery, Thriller            ",kannada
tt7994100,Basu Poribar,2019.0,110.0,6.0,205.0,Drama            ,bengali
tt9408648,Dear Molly,2018.0,91.0,7.8,10.0,Drama            ,hindi
tt0976183,Unnidathil Ennai Koduthen,1998.0,165.0,6.8,326.0,Drama            ,tamil
tt1596721,Chak Jawana,2010.0,131.0,7.2,40.0,Drama            ,punjabi
tt0280465,Bawandar,2000.0,125.0,7.0,287.0,Drama            ,hindi
tt3407614,Puriyaatha Puthir,2017.0,140.0,6.6,911.0,Thriller            ,telugu
tt0379504,Shriman Shrimati,1982.0,145.0,6.4,139.0,"Comedy, Drama, Family            ",hindi
tt2877108,Soodhu Kavvum,2013.0,135.0,8.3,9234.0,"Comedy, Crime, Thriller            ",tamil
tt2894564,Nippu Ravva,1993.0,,7.8,29.0,"Action, Drama            ",hindi
tt7245444,Last Nomads of Everest,2017.0,29.0,8.0,5.0,"Documentary, Short            ",nepali
tt1437589,Chandamama,1982.0,,7.9,35.0,,telugu
tt8042292,Kannum Kannum Kollaiyadithaal,2020.0,160.0,7.7,4939.0,"Drama, Romance, Thriller            ",tamil
tt10327074,Thirumagan,2007.0,136.0,3.4,12.0,Drama            ,tamil
tt12218210,Bellary Naga,2009.0,132.0,7.1,8.0,Action            ,kannada
tt5722268,Style King,2016.0,138.0,6.9,43.0,"Comedy, Crime, Drama            ",kannada
tt0289302,Madhura Nagarilo,1991.0,100.0,7.5,37.0,Mystery            ,telugu
tt7509632,The Witch hour: Curse of the ring,2017.0,,7.2,9.0,Horror            ,hindi
tt0153616,Waada,1957.0,125.0,9.0,5.0,"Musical, Romance            ",urdu
tt4203824,Elizabeth Ekadashi,2014.0,90.0,8.4,635.0,"Adventure, Drama, Family            ",marathi
tt6757950,Sabhash,2000.0,,6.9,18.0,Thriller            ,tamil
tt0373858,Gehra Raaz,1996.0,,5.2,11.0,Horror            ,hindi
tt5271442,Maalik,2016.0,155.0,8.3,3687.0,"Action, Crime, Drama            ",urdu
tt10170038,Trivikraman,2016.0,106.0,5.6,26.0,"Comedy, Horror            ",telugu
tt0269823,Sandharbham,1984.0,138.0,8.2,40.0,Drama            ,malayalam
tt0254998,Bharyamar Sookshikkuka,1968.0,154.0,5.4,9.0,Drama            ,malayalam
tt2207668,Chakradhaar,2012.0,120.0,4.2,28.0,Action            ,hindi
tt0152276,Samapika,1948.0,,7.1,8.0,Drama            ,bengali
tt0099929,Khilaaf,1991.0,,5.3,73.0,"Action, Comedy, Crime            ",hindi
tt2006047,Aame Evaru,1966.0,,7.5,13.0,Mystery            ,telugu
tt6727296,Bhaagamathie,2018.0,138.0,7.0,2781.0,"Action, Horror, Thriller            ",telugu
tt5539376,3 Bahadur: The Revenge of Baba Balaam,2016.0,107.0,6.7,167.0,"Animation, Action, Adventure            ",oriya
tt6844332,Bazzimaat,2008.0,158.0,5.2,11.0,"Drama, Romance            ",bengali
tt3962184,Hebbuli,2017.0,141.0,7.0,2184.0,"Action, Drama, Thriller            ",kannada
tt0242311,Bheegi Palkein,1982.0,142.0,6.1,16.0,Romance            ,hindi
tt6912558,FU: Friendship Unlimited,2017.0,135.0,6.5,52.0,"Comedy, Family, Musical            ",marathi
tt0158017,Naan Anaittal,1966.0,182.0,7.1,15.0,,telugu
tt0272187,Maravil Thirivu Sookshikkuka,1972.0,,6.1,10.0,"Crime, Mystery, Thriller            ",malayalam
tt8055888,Mard Ko Dard Nahin Hota,2018.0,134.0,7.4,6426.0,"Action, Comedy            ",malayalam
tt0231375,College Ranga,1976.0,142.0,7.4,8.0,,kannada
tt14135136,Lawyer Viswanath,2021.0,,8.7,354.0,Thriller            ,telugu
tt2098630,Batch No.16,2011.0,,6.3,37.0,Action            ,nepali
tt13110816,SR Kalyanamandapam,2020.0,160.0,8.5,24.0,"Action, Romance            ",telugu
tt4195276,Achena Atithi,1997.0,156.0,7.0,22.0,"Drama, Musical            ",bengali
tt0281067,Picnic,1975.0,140.0,5.7,9.0,,malayalam
tt0479651,Dasavatharam,2008.0,188.0,7.2,8754.0,"Action, Adventure, Thriller            ",tamil
tt0976027,Chhoti Bahoo,1994.0,,6.0,21.0,"Drama, Family            ",hindi
tt0964516,Fashion,2008.0,167.0,6.9,11797.0,"Drama, Romance            ",hindi
tt0348078,Souten,1983.0,160.0,5.7,193.0,"Drama, Musical, Romance            ",hindi
tt0390184,Laysa Laysa,2003.0,154.0,6.1,290.0,Romance            ,tamil
tt2296897,Paachuvum kovalanum,2011.0,130.0,4.2,25.0,"Comedy, Drama            ",malayalam
tt5225580,Kabaddi Kabaddi,2015.0,135.0,7.9,401.0,"Comedy, Drama            ",nepali
tt3652872,Parankimala,2014.0,,4.4,15.0,Romance            ,malayalam
tt4415900,Mukhtiar Chadha,2015.0,120.0,4.0,317.0,Comedy            ,punjabi
tt0246724,Karaikkal Ammaiyar,1973.0,150.0,9.0,26.0,,tamil
tt0371765,Kali Topi Lal Rumal,1959.0,129.0,6.1,14.0,"Musical, Romance            ",hindi
tt2325765,Jerry,,,3.1,8.0,Comedy            ,tamil
tt0195002,Kaun?,1999.0,90.0,7.8,3670.0,"Mystery, Thriller            ",hindi
tt1712057,Vaanam,2011.0,140.0,7.2,1423.0,"Action, Crime, Drama            ",tamil
tt8016662,Praana,2019.0,107.0,8.5,788.0,"Crime, Drama, Horror            ",malayalam
tt0096716,Traffik,1989.0,315.0,8.4,1432.0,"Crime, Drama            ",oriya
tt11867398,Tharle Nan Maga,1992.0,,8.7,16.0,Comedy            ,kannada
tt3862770,Manal Naharam,2015.0,,5.5,6.0,Drama            ,tamil
tt13751982,Amar Prem,2020.0,143.0,4.2,23.0,Drama            ,hindi
tt0238942,Do Ghadi Ki Mouj,1935.0,153.0,5.4,5.0,,hindi
tt1431724,Maavuri Devatha,1979.0,,8.2,26.0,,telugu
tt2716194,Tamanna,2014.0,83.0,6.4,235.0,"Crime, Drama, Thriller            ",oriya
tt9165526,Bhale Manchi Chowka Beram,2018.0,134.0,6.3,70.0,"Comedy, Drama, Thriller            ",telugu
tt0926187,Arjun Devaa,2001.0,133.0,3.7,20.0,"Action, Crime, Musical            ",hindi
tt4773074,Agnishapath,2006.0,120.0,6.5,42.0,"Action, Drama, Mystery            ",bengali
tt0402617,Ashiyana,,,8.5,24.0,"Comedy, Drama, Family            ",urdu
tt4920258,Armaan,2013.0,140.0,6.8,43.0,"Comedy, Drama, Romance            ",urdu
tt0364553,Nattukku Oru Nallavan,1991.0,,5.1,82.0,Action            ,tamil
tt0077783,Junoon,1979.0,141.0,7.6,494.0,Drama            ,hindi
tt0319583,Ithu Engal Neethi,1988.0,,6.6,37.0,"Action, Drama            ",tamil
tt4780584,Un obus partout,2015.0,9.0,6.0,14.0,"Animation, Short            ",rajastani
tt0929630,Veerabhadra,2005.0,169.0,2.7,180.0,Action            ,telugu
tt4516628,Vajram,2015.0,,5.5,11.0,,tamil
tt2084939,Sivappathikaaram,2006.0,112.0,5.3,80.0,Action            ,tamil
tt5851492,Main Teri Tu Mera,2016.0,133.0,6.2,81.0,"Comedy, Drama, Romance            ",punjabi
tt4107928, Humsafar,,42.0,7.8,22.0,"Drama, Romance            ",urdu
tt0054157,Parthiban Kanavu,1960.0,219.0,6.4,19.0,,tamil
tt0155505,Appooppan,1976.0,,8.8,5.0,Drama            ,malayalam
tt5271432,Adi Kapyare Kootamani,2015.0,131.0,6.3,1199.0,"Comedy, Horror            ",malayalam
tt0157339,Baton Baton Mein,1979.0,112.0,7.5,1077.0,"Comedy, Romance            ",hindi
tt12712346,Doodhpither Gachh,2020.0,,8.6,12.0,Drama            ,bengali
tt7041458,Balloon,,146.0,4.6,292.0,"Horror, Thriller            ",tamil
tt1319136,Nighooda Rahasya,1990.0,131.0,7.7,21.0,,kannada
tt1999935,Not a Love Story,2011.0,100.0,5.0,690.0,"Crime, Drama, Thriller            ",hindi
tt0077451,Don,1978.0,166.0,7.8,11426.0,"Action, Crime, Thriller            ",hindi
tt8090138,Friends In Law,2018.0,85.0,6.7,46.0,Comedy            ,hindi
tt0268389,Issi Ka Naam Dunia Hai,1962.0,130.0,6.7,6.0,"Drama, Music            ",hindi
tt9911006,Ormma,2019.0,127.0,6.0,8.0,Drama            ,malayalam
tt4147800, Humsafar,,37.0,8.5,21.0,"Drama, Romance            ",urdu
tt1855400,Thiruttu Payale,2006.0,150.0,5.9,110.0,"Crime, Drama, Thriller            ",tamil
tt0237623,Pushpadhanu,1959.0,,6.7,10.0,Drama            ,bengali
tt3921664,Ishq Wala Love,2014.0,120.0,5.8,27.0,Romance            ,marathi
tt0320698,Unnai Solli Kutramillai,1990.0,,4.6,13.0,,tamil
tt2082197,Barfi!,2012.0,151.0,8.1,76549.0,"Comedy, Drama, Romance            ",hindi
tt0104605,Khiladi,1992.0,157.0,7.2,7628.0,"Action, Mystery, Romance            ",hindi
tt0245322,Nodi Swamy Navirodu Hige,1983.0,142.0,7.6,134.0,Drama            ,kannada
tt0251804,Linga Babu Love Story,1995.0,,5.5,16.0,"Comedy, Drama            ",telugu
tt4082980,Pyaasi Bhootni,2003.0,,6.0,7.0,Horror            ,hindi
tt0361506,Dhruvanakshatram,1989.0,147.0,8.2,89.0,"Action, Drama            ",hindi
tt4928620,Pathemari,2015.0,118.0,8.4,3988.0,Drama            ,malayalam
tt0363406,Aag Ka Toofaan,1993.0,137.0,5.0,20.0,Action            ,hindi
tt0231267,Bili Hendthi,1975.0,,6.8,22.0,,kannada
tt4047126,Nerungi Vaa Muthamidathe,2014.0,114.0,6.1,59.0,Drama            ,tamil
tt1579786,Keelu Gurram,2005.0,,5.8,11.0,Comedy            ,telugu
tt0154992,Parda Hai Parda,1992.0,128.0,7.3,24.0,"Crime, Romance, Thriller            ",hindi
tt5307338,Guy in the blue,2015.0,86.0,6.7,7.0,"Mystery, Romance, Thriller            ",hindi
tt4306116,3 Bahadur,2015.0,94.0,7.4,545.0,"Animation, Action, Adventure            ",oriya
tt0177489,Aag Ka Gola,1990.0,180.0,5.3,96.0,"Action, Drama            ",hindi
tt1503144,Mutthirai,2009.0,132.0,4.9,32.0,"Action, Thriller            ",tamil
tt0154205,Baraat,1960.0,,6.0,8.0,Drama            ,hindi
tt10449388,Abar boshonto,2019.0,165.0,7.2,10.0,Family            ,bengali
tt0400646,Melvilasam Sariyanu,2003.0,,3.2,12.0,"Comedy, Drama            ",malayalam
tt0109116,Andaz,1994.0,167.0,4.5,394.0,"Action, Comedy, Drama            ",hindi
tt2738958,Mr. Pellikodukku,2013.0,150.0,5.1,85.0,"Comedy, Drama            ",telugu
tt7986222,CoCo Kokila,2018.0,140.0,7.3,2190.0,"Comedy, Crime, Drama            ",tamil
tt7938416,Sagaa,2019.0,115.0,5.9,148.0,"Action, Crime, Drama            ",tamil
tt3142764,Race Gurram,2014.0,163.0,7.2,8788.0,"Action, Comedy            ",telugu
tt10801042,Love Aaj Kal Porshu,2020.0,105.0,6.1,329.0,"Drama, Romance            ",bengali
tt1361809,Arundhati,2009.0,131.0,7.4,2743.0,"Horror, Mystery, Thriller            ",telugu
tt1245774,Jail,2009.0,131.0,6.2,1230.0,Drama            ,hindi
tt0049649,Raat Bhore,1956.0,120.0,6.6,11.0,Drama            ,bengali
tt7549168,Billa Pandi,2018.0,140.0,4.2,157.0,Drama            ,tamil
tt7143554,Sigai,2019.0,105.0,6.3,122.0,Thriller            ,tamil
tt1308670,Three,2008.0,,4.6,14.0,Mystery            ,telugu
tt11569602,Affraa Taffri,2020.0,131.0,6.2,46.0,Drama            ,gujarati
tt0832338,Bayalu Dari,1977.0,139.0,7.7,37.0,Drama            ,kannada
tt4324054,Ayyanar,2010.0,125.0,4.0,25.0,"Action, Drama            ",tamil
tt0255462,Pardesi,1953.0,190.0,7.0,9.0,Drama            ,telugu
tt6776048,Summa Nachunu Irukku,2013.0,,4.6,5.0,Comedy            ,tamil
tt0235160,Adikkurippu,1989.0,99.0,7.0,153.0,"Crime, Mystery, Thriller            ",malayalam
tt1890513,Ragini MMS,2011.0,93.0,4.9,2466.0,"Drama, Horror, Mystery            ",hindi
tt7662118,Short Circuit,2019.0,126.0,7.3,57.0,"Comedy, Drama, Sci-Fi            ",gujarati
tt0459423,Kahaani Gudiya Ki...: True Story of a Woman,2008.0,112.0,5.8,32.0,"Biography, Drama            ",hindi
tt10225032,Ullam Kollai Poguthae,2001.0,143.0,7.7,14.0,Drama            ,tamil
tt13612848,Rajadhi Raja,2009.0,158.0,2.2,8.0,Drama            ,tamil
tt0157687,Ganga Manga,1973.0,,5.6,16.0,"Action, Comedy, Drama            ",telugu
tt1946389,Seema Tapakai,2011.0,128.0,6.1,179.0,Comedy            ,telugu
tt7364774,Daivame Katholane,2017.0,7.0,7.4,8.0,"Short, Comedy, Horror            ",malayalam
tt1999819,Aama,1964.0,109.0,9.1,42.0,"Action, Drama            ",nepali
tt2963024,Mera Faisla,2005.0,,4.0,7.0,Action            ,hindi
tt0306225,Wheel Chair,1994.0,118.0,7.2,33.0,Drama            ,bengali
tt0263997,Sri Krishnavataram,1967.0,211.0,7.7,18.0,Drama            ,tamil
tt0073837,Umar Qaid,1975.0,,5.6,19.0,"Action, Thriller            ",hindi
tt9174410,Koodasha,2018.0,121.0,7.2,333.0,"Action, Crime, Drama            ",malayalam
tt2624928,Sagla Karun Bhagle,2011.0,120.0,4.0,6.0,Comedy            ,marathi
tt5911504,Banchha Elo Phire,2016.0,137.0,5.8,18.0,Comedy            ,bengali
tt0318990,Anbin Mugavari,1985.0,,5.2,6.0,,tamil
tt3995348,100 Days of Love,2015.0,153.0,6.6,1934.0,"Comedy, Romance            ",malayalam
tt0152284,Sankha Bela,1966.0,,7.1,14.0,Drama            ,bengali
tt0361771,Jeet Hamaari,1983.0,149.0,4.8,22.0,Action            ,hindi
tt0047271,Naukari,1955.0,142.0,7.6,92.0,"Drama, Family            ",hindi
tt1244864,Surkhiyaan (The Headlines),1985.0,134.0,5.4,16.0,"Action, Crime, Drama            ",hindi
tt10873530,Daal Chaawal,2019.0,120.0,6.7,43.0,"Crime, Drama, Thriller            ",urdu
tt0234493,Ponnapuram Kotta,1973.0,,6.0,10.0,Fantasy            ,malayalam
tt0290213,Hum Hain Bemisaal,1994.0,145.0,4.8,578.0,"Action, Crime, Drama            ",bengali
tt12338648,Mehandi Laga Ke Rakhna 3,2020.0,161.0,8.5,55.0,Drama            ,bhojpuri
tt0262695,Police Venkataswamy,1983.0,,8.3,33.0,,telugu
tt0262671,Paalu Neelu,1980.0,,8.0,29.0,,telugu
tt0028217,Sant Tukaram,1937.0,131.0,6.7,226.0,Biography            ,marathi
tt2344672,Kadal,2013.0,165.0,5.4,1456.0,"Crime, Drama            ",tamil
