ID,Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
tt0493437,Apna Sapna Money Money,2006.0,134.0,5.3,1892.0,"Comedy, Musical, Romance            ",hindi
tt0273405,Aag Aur Sholay,1987.0,,2.2,20.0,,urdu
tt0049595,Parivar,1956.0,,7.4,21.0,"Comedy, Drama, Family            ",hindi
tt6597160,Jacqueline I Am Coming,2019.0,112.0,7.9,16.0,Drama            ,hindi
tt0829459,A Mighty Heart,2007.0,108.0,6.6,26885.0,"Biography, Drama, History            ",urdu
tt0364628,Raktalekha,1992.0,175.0,6.3,12.0,Drama            ,bengali
tt0364733,Veedevadandi Babu,1997.0,138.0,5.6,218.0,Comedy            ,telugu
tt5684550,Da Tang Xuan Zang,2016.0,90.0,6.2,379.0,"Biography, History            ",sanskrit
tt0318983,Amman Koil Kizhakkaalae,1986.0,141.0,6.9,63.0,Drama            ,tamil
tt3148392,Shatru,2013.0,,4.5,11.0,"Action, Thriller            ",kannada
tt2302945,Tukaram,2012.0,156.0,7.3,231.0,"Biography, Drama, History            ",marathi
tt6517874,Ramante Edenthottam,2017.0,122.0,6.0,459.0,"Comedy, Drama, Romance            ",malayalam
tt1319563,Dracula,1999.0,92.0,4.1,16.0,Horror            ,hindi
tt0065764,Geet,1970.0,,7.1,98.0,"Action, Crime, Musical            ",hindi
tt1575647,Nuvvu Vasthavani,2000.0,158.0,6.6,160.0,"Family, Romance            ",telugu
tt0357879,Madadgaar,1987.0,,5.4,11.0,"Action, Crime, Drama            ",hindi
tt0351354,Milan Ki Raat,1967.0,,4.4,7.0,"Drama, Romance            ",hindi
tt0213519,Bhool Bhulaiyan,1933.0,,6.0,6.0,Comedy            ,hindi
tt0246905,Saajan Chale Sasural,1996.0,134.0,6.0,1312.0,"Comedy, Drama            ",hindi
tt1582519,Khaleja,2010.0,170.0,7.6,8284.0,"Action, Comedy, Fantasy            ",telugu
tt6682124,Rogue,,134.0,5.1,118.0,"Action, Thriller            ",kannada
tt0464849,Yuvakudu,2000.0,145.0,6.9,110.0,Romance            ,telugu
tt10515954,Olessia,2019.0,120.0,8.1,40.0,"Drama, Musical            ",malayalam
tt5159256,Prohibited,2015.0,12.0,8.2,25.0,"Short, Drama, Thriller            ",urdu
tt1039989,Sunday,,135.0,5.3,2592.0,"Action, Comedy, Mystery            ",hindi
tt8622232,Time to Dance,2021.0,113.0,1.3,406.0,"Musical, Romance            ",hindi
tt0109922,Gopi Kishan,1994.0,161.0,5.5,805.0,"Action, Comedy, Drama            ",hindi
tt0187351,Nigahen: Nagina Part II,1989.0,140.0,5.2,286.0,"Drama, Family, Fantasy            ",hindi
tt5026204,Dobara Phir Se,2016.0,127.0,6.6,427.0,Drama            ,urdu
tt2373666,Pagaivan,1997.0,142.0,5.2,82.0,"Action, Comedy            ",tamil
tt1245732,Red Alert: The War Within,2009.0,120.0,6.4,337.0,"Action, Drama, Thriller            ",hindi
tt0442625,Waqt Ka Shahenshah,1987.0,,4.9,11.0,Action            ,hindi
tt3666258,Coffee Bloom,2015.0,90.0,5.9,101.0,Drama            ,hindi
tt0266712,Laila Majnu,,140.0,7.2,259.0,"Drama, Musical, Romance            ",oriya
tt3209556,Vidiyum Munn,2013.0,129.0,7.4,434.0,Thriller            ,tamil
tt6120732,Olappeeppi,2016.0,121.0,7.6,120.0,Drama            ,malayalam
tt8243058,Timi Sanga,2018.0,,6.1,11.0,Romance            ,nepali
tt0267796,Oho Naa Pellanta,1996.0,,6.2,19.0,Comedy            ,telugu
tt0246433,Apnapan,1977.0,133.0,6.5,73.0,"Drama, Romance            ",hindi
tt2980794,Highway,,133.0,7.6,26801.0,"Crime, Drama, Romance            ",hindi
tt1524568,Pratipaksha,1988.0,108.0,6.9,8.0,"Action, Drama            ",bengali
tt2942618,Dehorokkhi: The Bodyguard,2013.0,167.0,6.8,402.0,Action            ,bengali
tt2777694,Beru,2005.0,104.0,8.3,19.0,Drama            ,kannada
tt5278634,White,,149.0,3.0,471.0,Romance            ,malayalam
tt0283028,Sayahnam,2000.0,,7.0,10.0,,malayalam
tt14045622,Preetam,2021.0,,9.0,15.0,Romance            ,marathi
tt3952870,Britto,2014.0,124.0,7.5,12.0,Drama            ,bengali
tt0250747,Stalin Sivadas,1999.0,118.0,2.7,47.0,"Action, Thriller            ",malayalam
tt0262446,Gopichand Jasoos,1982.0,150.0,5.9,123.0,"Comedy, Thriller            ",hindi
tt0995840,Joy: The Real Love Story,2007.0,127.0,2.1,1601.0,"Drama, Romance, Thriller            ",hindi
tt0104098,Dharavi,1992.0,120.0,7.1,282.0,"Crime, Drama            ",hindi
tt5771640,Noces,2016.0,98.0,7.1,1360.0,Drama            ,oriya
tt0246877,Puthayal,1997.0,144.0,5.9,51.0,,tamil
tt0266290,Babai Abbai,1984.0,117.0,6.3,102.0,"Comedy, Romance            ",telugu
tt1217608,Yaar Meri Zindagi,2008.0,,4.8,39.0,"Drama, Family, Musical            ",hindi
tt1237894,Jhoomar,2007.0,,6.9,7.0,,oriya
tt3982578,Hututu,2014.0,138.0,5.0,5.0,Comedy            ,marathi
tt0083063,Sharda,1981.0,126.0,5.5,19.0,"Drama, Family            ",hindi
tt10902596,Satyanweshi Byomkesh,2019.0,108.0,6.5,267.0,"Crime, Mystery, Thriller            ",bengali
tt4271912,Mahan,1996.0,132.0,6.0,8.0,"Drama, Family            ",bengali
tt1537032,Kanthaswamy,2009.0,190.0,5.0,1567.0,"Action, Crime            ",tamil
tt0432188,Vishwa Thulasi,2004.0,,6.1,32.0,"Drama, Musical, Romance            ",tamil
tt7757972,Saakshyam,2018.0,166.0,4.7,437.0,Action            ,telugu
tt6759286,Seemana,1996.0,,8.9,8.0,"Action, Drama            ",nepali
tt2522328,Shutter,2012.0,133.0,7.7,1017.0,Thriller            ,malayalam
tt2375283,Maithaanam,2011.0,125.0,5.9,7.0,"Drama, Family, Mystery            ",tamil
tt2317103,Sons of Ram,2012.0,85.0,6.6,76.0,"Animation, Drama, Musical            ",tamil
tt0376061,Pattalam,2003.0,159.0,5.1,316.0,"Action, Comedy, Drama            ",malayalam
tt3207826,Mullamottum Munthiricharum,2012.0,,4.3,14.0,Drama            ,malayalam
tt1577050,Fired,,87.0,4.4,260.0,Horror            ,hindi
tt0225515,Dillagi,1999.0,188.0,5.3,1068.0,"Drama, Musical, Romance            ",hindi
tt1530891,Kaana Kanmani,2009.0,132.0,4.4,106.0,"Drama, Horror            ",malayalam
tt0186871,Bhagwaan Dada,1986.0,147.0,4.3,167.0,"Drama, Thriller            ",hindi
tt0259494,Payal Ki Jhankar,1968.0,132.0,4.4,12.0,"Action, Adventure, Comedy            ",hindi
tt3417786,Juniors,2003.0,,5.2,13.0,Romance            ,telugu
tt0299078,Palkon Ki Chhaon Mein,1977.0,127.0,7.5,65.0,"Drama, Romance            ",hindi
tt0384918,Dil Ka Sathi Dil,1982.0,,6.7,18.0,Romance            ,hindi
tt3454974,Mounamelanoyi,2002.0,154.0,6.7,16.0,Romance            ,telugu
tt5281434,Maa Shakti,,,8.4,15.0,History            ,malayalam
tt6917966,Mohanlal,2018.0,150.0,4.5,507.0,Comedy            ,malayalam
tt0038475,Dharti Ke Lal,1950.0,125.0,6.4,16.0,"Drama, History            ",hindi
tt1092005,Golmaal Returns,2008.0,135.0,5.1,7115.0,"Comedy, Crime, Mystery            ",hindi
tt4003012,The Journey Within,2015.0,78.0,7.0,35.0,"Documentary, Music            ",oriya
tt0305692,Janma Bhoomi,1995.0,,8.0,6.0,Drama            ,nepali
tt7971756,Inspector Gullu,2018.0,124.0,6.8,32.0,Action            ,hindi
tt1857670,Deiva Thirumagal,2011.0,166.0,8.1,4954.0,Drama            ,tamil
tt4384242,Pataas,2015.0,127.0,6.7,758.0,"Action, Comedy            ",telugu
tt0091320,Kala Dhanda Goray Log,1986.0,158.0,5.7,35.0,"Drama, Family            ",hindi
tt10964430,Thappad,,142.0,6.8,14626.0,Drama            ,hindi
tt1351669,Talentime,2009.0,120.0,6.8,183.0,Drama            ,tamil
tt4899880,Shah,2015.0,109.0,8.5,1392.0,"Biography, Drama, Sport            ",urdu
tt13004148,Harsha Varsha Jayaraj,2020.0,,8.0,6.0,"Short, Comedy            ",malayalam
tt2334779,Qissa: The Tale of a Lonely Ghost,2013.0,109.0,6.7,896.0,"Drama, Fantasy, Horror            ",punjabi
tt8364128,Amma I Love You,2018.0,147.0,7.4,55.0,Drama            ,kannada
tt0259479,Oru Vasantha Geetham,1994.0,,4.7,9.0,,tamil
tt0248112,Ishq Ishq,1977.0,,3.4,23.0,Musical            ,urdu
tt3415566,123,2002.0,127.0,5.7,59.0,Comedy            ,telugu
tt0347920,Saajan Ki Saheli,1981.0,,5.5,44.0,"Family, Drama            ",hindi
tt8933650,Chanakya,2019.0,147.0,5.4,492.0,"Action, Adventure, Thriller            ",malayalam
tt0215898,Khaan Dost,1976.0,157.0,5.6,38.0,"Action, Crime, Drama            ",hindi
tt1977836,Kalsandhya,1997.0,124.0,7.8,11.0,Drama            ,assamese
tt0281721,Chottanikkara Amma,1976.0,132.0,6.6,8.0,Drama            ,malayalam
tt0250759,Sutradhaarulu,1990.0,,8.1,55.0,"Drama, Musical            ",telugu
tt1580704,That Girl in Yellow Boots,2010.0,103.0,6.6,3574.0,"Crime, Drama, Mystery            ",kannada
tt0203289,American Desi,2001.0,100.0,6.6,1583.0,"Comedy, Drama, Romance            ",hindi
tt2548030,Chettayees,2012.0,,4.7,134.0,Family            ,malayalam
tt0156852,Oru Nadigai Natakam Pakiral,1978.0,131.0,6.2,12.0,,tamil
tt6588966,Hichki,2018.0,116.0,7.5,10905.0,"Comedy, Drama            ",hindi
tt0363777,Lover Boy,1985.0,,4.1,19.0,"Drama, Romance            ",hindi
tt0962716,Babul,1986.0,162.0,4.8,9.0,Drama            ,hindi
tt0214941,Meera,1947.0,120.0,7.7,14.0,,hindi
tt0314566,Red Indians,2001.0,,4.7,15.0,,malayalam
tt11102314,Tribhanga,2021.0,95.0,6.1,2406.0,"Drama, Family            ",hindi
tt11536276,3 Monkeys,2020.0,131.0,6.5,82.0,Drama            ,telugu
tt6650364,Carbon,,146.0,6.9,1115.0,"Adventure, Thriller            ",malayalam
tt0277061,Kaapalika,1973.0,131.0,7.8,5.0,,malayalam
tt0152133,Rahi,1953.0,139.0,6.9,27.0,Drama            ,hindi
tt0436165,Chaukat Raja,1991.0,141.0,7.4,214.0,Family            ,marathi
tt4920116,Halla Gulla,2015.0,,5.2,77.0,"Action, Comedy            ",urdu
tt0246053,Maga Maharaju,1983.0,,6.8,30.0,"Comedy, Drama, Romance            ",telugu
tt0273321,Kusruthi Kuruppu,1998.0,135.0,5.8,40.0,"Comedy, Drama            ",malayalam
tt0329393,Mr. and Mrs. Iyer,2002.0,120.0,7.9,4681.0,Drama            ,tamil
tt0311337,Inth Ka Jawab Patthar,2002.0,,3.2,9.0,"Musical, Action            ",hindi
tt0151765,Nisithe,1963.0,,7.2,10.0,Drama            ,bengali
tt0254936,Advaitham,1991.0,181.0,7.0,275.0,"Action, Crime, Drama            ",malayalam
tt0454491,Kachehari,1994.0,,6.4,14.0,Action            ,punjabi
tt2543854,Fever,2009.0,,8.5,8.0,"Short, Fantasy            ",nepali
tt7586994,Kaashi Amarnath,2017.0,162.0,4.7,11.0,"Action, Drama, Romance            ",bhojpuri
tt0429541,Afsana Dilwalon Ka,2001.0,195.0,3.6,1024.0,"Drama, Romance            ",urdu
tt8806546,Argentina Fans Kaattoorkadavu,2019.0,140.0,4.7,319.0,"Drama, Sport            ",malayalam
tt3848938,Mr. X,2015.0,133.0,3.8,1816.0,"Action, Drama, Sci-Fi            ",hindi
tt0268520,Pakhandi,1984.0,138.0,6.5,26.0,Drama            ,hindi
tt2498312,Bachchan,2013.0,145.0,6.6,926.0,"Action, Crime, Thriller            ",kannada
tt3877652,Desi Kattey,2014.0,139.0,4.0,125.0,Action            ,hindi
tt0329724,Vaddante Dabbu,1954.0,139.0,6.6,10.0,"Comedy, Drama            ",telugu
tt6853994,Tharangam,2017.0,153.0,6.3,478.0,"Action, Comedy            ",malayalam
tt0414156,Insaan Aur Shaitan,1970.0,,5.1,14.0,Action            ,hindi
tt9729774,Sapthagiri LLB,2017.0,138.0,7.2,56.0,"Comedy, Drama            ",telugu
tt5948916,Manamantha,2016.0,164.0,7.7,840.0,Drama            ,telugu
tt2549618,August 2,2012.0,,4.2,9.0,Thriller            ,hindi
tt3411076,1:13:7 Ek Tera Saath,2016.0,120.0,5.7,57.0,Horror            ,hindi
tt1475422,Thazampoo,1965.0,,6.8,6.0,,tamil
tt0249571,Haseena 420,1988.0,,6.2,5.0,,urdu
tt4597882,Proud to Be a Sikh,2014.0,92.0,7.2,20.0,Drama            ,punjabi
tt1102297,Paranju Theeratha Visheshangal,2007.0,,6.3,6.0,,malayalam
tt9081472,Aickarakkonathe Bhishaguaranmaar,2018.0,144.0,7.8,239.0,Drama            ,malayalam
tt1569529,"U, Bomsi N Me",2005.0,,7.4,13.0,Comedy            ,hindi
tt0242519,Hera Pheri,2000.0,156.0,8.2,58037.0,"Action, Comedy, Crime            ",hindi
tt0323755,Raagangal Maruvathillai,1983.0,,7.2,5.0,,tamil
tt4219300,Gollu Aur Pappu,2014.0,112.0,3.7,101.0,Comedy            ,hindi
tt10152214,Heer Maan Ja,2019.0,146.0,5.2,187.0,"Action, Comedy, Family            ",punjabi
tt0213929,Nayakudu Vinayakudu,1980.0,,6.0,6.0,,telugu
tt1774473,Love You to Death,2012.0,102.0,5.3,7.0,"Comedy, Thriller            ",hindi
tt0231204,Awara Badal,1964.0,134.0,5.9,14.0,"Action, Adventure, Drama            ",bhojpuri
tt0237095,Chief Sahib,1996.0,,5.0,37.0,"Action, Comedy, Romance            ",urdu
tt6355584,Revelations,2016.0,118.0,7.3,135.0,Drama            ,tamil
tt1905076,Tum Hi To Ho...,2011.0,,3.9,10.0,"Drama, Mystery, Thriller            ",hindi
tt1334254,Maharathi,2008.0,114.0,7.1,967.0,"Crime, Drama, Mystery            ",hindi
tt0290258,Paandav,1995.0,132.0,4.1,533.0,"Action, Drama            ",hindi
tt1830782,Raam,2009.0,149.0,6.6,136.0,"Comedy, Drama            ",kannada
tt1954206,The Dirty Picture,2011.0,145.0,6.6,8815.0,"Biography, Comedy, Drama            ",tamil
tt0158711,Kurbani,1943.0,,6.6,5.0,,hindi
tt0232291,Pati Patni Aur Tawaif,1990.0,,4.3,40.0,"Drama, Family            ",hindi
tt9602804,The Last Color,2019.0,90.0,7.7,740.0,Drama            ,hindi
tt0229966,Aji Bas Shukriya,1958.0,,6.2,10.0,"Comedy, Drama, Musical            ",hindi
tt0117672,Smuggler,1996.0,,4.4,17.0,"Action, Crime            ",hindi
tt4983400,Khooni Insaan,1988.0,,4.0,7.0,Thriller            ,hindi
tt0322717,Ilamai Kaalangal,1983.0,120.0,5.7,9.0,,tamil
tt0151288,Lalu Bhulu,1959.0,,7.0,6.0,Drama            ,bengali
tt6425820,Rakkhushi,2006.0,134.0,6.5,10.0,Drama            ,bengali
tt4575174,Viswasam Athalle Ellam,2015.0,159.0,4.9,30.0,"Comedy, Drama            ",malayalam
tt0832365,Stop!,2004.0,,4.5,31.0,"Comedy, Romance            ",hindi
tt5286444,Neerja,2016.0,122.0,7.7,21192.0,"Biography, Drama, Thriller            ",hindi
tt4271820,OK Kanmani,2015.0,139.0,7.4,5030.0,Romance            ,tamil
tt6264438,Meen Kuzhambum Mann Paanaiyum,2016.0,136.0,5.4,98.0,"Comedy, Fantasy            ",tamil
tt1955036,Vakratunda Mahakaaya,2013.0,92.0,6.9,75.0,Comedy            ,marathi
tt0319540,Idhey Naa Savaal,1984.0,,6.2,8.0,,telugu
tt0256832,Intiguttu,1958.0,140.0,7.2,5.0,"Drama, Family            ",telugu
tt0389191,Naag Mani,1957.0,,6.5,6.0,"Adventure, Fantasy            ",hindi
tt2652030,Ghanchakkar,1990.0,,7.3,15.0,Comedy            ,marathi
tt2342405,Uladhaal,2008.0,130.0,6.0,49.0,"Drama, Thriller            ",marathi
tt1838241,Qaid-e-Tanhai,,,8.2,103.0,Drama            ,urdu
tt2018070,Gullu Dada Returns: No Compromise.. Only Fight...!,,,7.5,50.0,"Comedy, Crime, Drama            ",oriya
tt5309284,Arshinagar,2015.0,134.0,4.5,198.0,"Drama, Musical, Romance            ",bengali
tt1620907,Na Ghar Ke Na Ghaat Ke,2010.0,,6.1,269.0,"Comedy, Drama            ",hindi
tt1883330,SHUDRA: The Untouchables,2011.0,116.0,7.8,23.0,"Drama, Family, History            ",hindi
tt0488316,Mazaa Mazaa,2005.0,99.0,2.8,57.0,Romance            ,hindi
tt5455354,Ek Gadi Baaki Anadi,1988.0,135.0,7.7,15.0,Comedy            ,marathi
tt0115568,Army,1996.0,153.0,4.3,1591.0,"Action, Drama            ",hindi
tt0246771,Manju,1983.0,,7.6,5.0,Drama            ,malayalam
tt0230870,Thakur Jarnail Singh,1966.0,,5.0,9.0,Action            ,hindi
tt0257905,Marunnattil Oru Malayali,1971.0,,5.7,7.0,,malayalam
tt2759362,Munnudi,2000.0,108.0,6.6,12.0,Family            ,kannada
tt0306934,Halli Mestru,1992.0,162.0,6.9,56.0,"Comedy, Drama            ",kannada
tt9680174,Kitty Party,2019.0,134.0,3.8,5.0,"Action, Comedy            ",punjabi
tt0246213,Sangarshana,1983.0,,7.1,25.0,"Action, Drama, Family            ",telugu
tt1891884,Once Upon a Time in Mumbaai Dobara,2013.0,160.0,4.6,6698.0,"Action, Crime, Drama            ",hindi
tt12934616,Little Singham: Kaal Ka Badla,2020.0,69.0,5.1,9.0,"Animation, Action            ",hindi
tt0345177,Ek Doctor Ki Maut,1990.0,122.0,8.3,1309.0,"Biography, Drama            ",hindi
tt0246286,The Train,1970.0,138.0,6.4,148.0,"Action, Crime, Mystery            ",hindi
tt5602510,Lala Begum,2016.0,58.0,6.5,21.0,"Drama, Thriller            ",urdu
tt3121650,Ved Lavi Jeeva,2010.0,,7.2,14.0,Drama            ,marathi
tt0269821,Ravoyi Chandamama,1999.0,,4.9,186.0,"Drama, Romance            ",telugu
tt0178175,Aakhri Ghulam,1989.0,171.0,5.0,32.0,"Action, Crime, Drama            ",hindi
tt10300254,Evadu Thakkuva Kadu,2019.0,125.0,7.5,21.0,Action            ,telugu
tt3885696,Ice Cream,,144.0,3.4,114.0,"Horror, Thriller            ",telugu
tt5289552,Sasanam,2006.0,154.0,6.1,16.0,Drama            ,tamil
tt0408976,Krishna Cottage,2004.0,124.0,5.1,1004.0,"Horror, Mystery            ",hindi
tt0079889,Sankarabharanam,1980.0,143.0,8.7,1985.0,"Drama, Music, Romance            ",telugu
tt0231651,Ghulam Begum Badshah,1956.0,124.0,6.6,5.0,"Drama, History            ",hindi
tt8435324,Bombay Rose,2019.0,97.0,6.1,440.0,"Animation, Drama, Romance            ",hindi
tt0234571,Ratha Kanneer,1954.0,154.0,8.1,306.0,Drama            ,tamil
tt0233281,Badhti Ka Naam Dadhi,1974.0,,6.7,37.0,Drama            ,hindi
tt10851886,Madhanam,2019.0,128.0,8.9,9.0,"Comedy, Romance            ",telugu
tt1464526,Coolie,2004.0,,6.3,26.0,Action            ,bhojpuri
tt0273275,Ilamura Thamburan,1998.0,,4.7,6.0,Drama            ,malayalam
tt0076259,Khoon Pasina,1977.0,210.0,6.2,352.0,"Action, Drama            ",hindi
tt1579544,Ganesh,2009.0,,5.0,257.0,Romance            ,telugu
tt0154719,Karwane Hayat,1935.0,122.0,6.0,6.0,,urdu
tt0371746,Iron Man,2008.0,126.0,7.9,954861.0,"Action, Adventure, Sci-Fi            ",urdu
tt3966616,Choti Si Kahani,,680.0,5.7,12.0,Drama            ,urdu
tt0314665,Shiva Sainya,1996.0,138.0,8.5,12.0,"Action, Drama            ",kannada
tt1612570,Punnagai Poove,2003.0,,5.6,22.0,Romance            ,tamil
tt0055949,Ek Musafir Ek Hasina,1962.0,,6.6,48.0,"Action, Comedy, Mystery            ",oriya
tt0281384,Yechchil Iravugal,1982.0,,3.6,5.0,,tamil
tt6834466,Samhaara,2018.0,,6.0,43.0,"Action, Thriller            ",kannada
tt7393494,Aro Oral,2017.0,,8.3,15.0,"Short, Mystery            ",malayalam
tt4228746,Zid,2014.0,126.0,4.4,1066.0,"Crime, Romance, Thriller            ",hindi
tt0215534,Ayalathe Sundari,1974.0,168.0,7.1,8.0,"Comedy, Musical            ",malayalam
tt0242839,Sampoorna Mahabharat,1983.0,155.0,7.8,10.0,"Action, Adventure, Drama            ",gujarati
tt0099869,Izzatdaar,1990.0,172.0,5.2,177.0,"Action, Crime, Drama            ",hindi
tt1579634,Minor Raja,1991.0,,6.5,13.0,Comedy            ,telugu
tt0356152,Ullasappoonkattu,1997.0,,4.8,54.0,Comedy            ,malayalam
tt6889310,Dhaani,,,8.4,30.0,"Family, Romance            ",urdu
tt1411911,Nyayam Meere Cheppali,1985.0,,5.8,9.0,,telugu
tt0092049,Tan-Badan,1986.0,115.0,5.1,37.0,Drama            ,hindi
tt5625458,Miss Priyambada,1967.0,93.0,7.1,12.0,Romance            ,bengali
tt0060306,Devar,1966.0,156.0,7.2,81.0,"Crime, Drama, Romance            ",hindi
tt9059202,Kuch Der Aur,2018.0,65.0,8.5,41.0,Drama            ,hindi
tt1408029,Krantiveer: The Revolution,2010.0,159.0,4.6,19.0,"Action, Crime, Drama            ",hindi
tt8983164,Chhalaang,2020.0,136.0,6.4,15444.0,"Comedy, Drama            ",hindi
tt9176102,Tuesdays and Fridays,2021.0,106.0,4.5,407.0,"Comedy, Musical, Romance            ",hindi
tt3029960,Pigman,,150.0,5.1,32.0,"Drama, Family            ",malayalam
tt13912646,Father Chitti Umaa Kaarthik,2021.0,,6.5,30.0,Drama            ,telugu
tt0093578,Mr. India,1987.0,179.0,7.8,14265.0,"Action, Comedy, Drama            ",hindi
tt0305367,Chukkan,1994.0,158.0,5.0,23.0,Drama            ,malayalam
tt5940384,Bilu: A demon within,2017.0,128.0,7.1,133.0,"Drama, Fantasy            ",bengali
tt4846906,Leather Life,2015.0,118.0,6.5,10.0,Drama            ,punjabi
tt0226786,Hum Tum Pe Marte Hain,1999.0,165.0,5.3,483.0,"Comedy, Drama, Romance            ",hindi
tt6758346,Vaettiya Madichu Kattu,1998.0,,5.5,19.0,Comedy            ,tamil
tt3958596,Borbaad,2014.0,140.0,5.4,197.0,"Action, Drama, Romance            ",bengali
tt0277624,Champion Thomas,1990.0,107.0,5.6,8.0,Comedy            ,malayalam
tt0366993,Saanjhbatir Roopkathara,2002.0,120.0,6.2,145.0,"Drama, Family            ",bengali
tt0418818,Ladki Sahyadri Ki,1966.0,,5.0,9.0,"Musical, Drama            ",hindi
tt0464800,Darshan: The Embrace,2005.0,92.0,6.4,184.0,Documentary            ,malayalam
tt5304172,Har Har Byomkesh,2015.0,113.0,6.8,852.0,"Action, Thriller            ",bengali
tt6774818,Prithvi,1994.0,,8.3,6.0,,nepali
tt5789882,Ostittey Amar Desh,2007.0,,7.6,9.0,War            ,bengali
tt4920258,Armaan,2013.0,140.0,6.8,43.0,"Comedy, Drama, Romance            ",oriya
tt1649435,Vinayakudu,2008.0,133.0,7.2,79.0,"Comedy, Romance            ",tamil
tt10083986,Bhinna,2019.0,95.0,7.4,28.0,Thriller            ,kannada
tt1987022,Virodhi,2011.0,,6.6,34.0,Drama            ,telugu
tt2958972,Anokha Aspatal,1989.0,91.0,6.8,12.0,Comedy            ,hindi
tt0375705,Dhill,2001.0,158.0,7.0,789.0,"Action, Drama            ",tamil
tt0353982,Savidham,1992.0,,6.3,14.0,Romance            ,malayalam
tt2064816,"I, Me aur Main",2013.0,108.0,4.6,1807.0,"Comedy, Drama, Musical            ",hindi
tt4504934,Envazhi Thani Vazhi,2015.0,130.0,3.4,19.0,Action            ,tamil
tt3563080,Saya E Khuda E Zuljalal,2016.0,105.0,6.9,129.0,"Action, Drama, History            ",urdu
tt6471054,Ajji,2017.0,104.0,6.9,939.0,Drama            ,hindi
tt1579772,Golmaal,2003.0,130.0,7.0,595.0,Comedy            ,telugu
tt5510876, Mann Mayal,2016.0,,8.1,35.0,"Drama, Romance            ",oriya
tt0410521,"Right Here, Right Now",2003.0,28.0,7.9,209.0,"Short, Comedy, Drama            ",malayalam
tt3323836,Raja Thandiram,1984.0,,7.2,5.0,,tamil
tt0069152,Raaste Kaa Patthar,1972.0,133.0,5.7,83.0,"Drama, Romance            ",hindi
tt0362055,Pyaar Hi Pyaar Mein,2003.0,,7.2,10.0,"Drama, Romance            ",urdu
tt0363449,Awaragardi,1990.0,,5.4,8.0,Action            ,hindi
tt0449306,Lucky: No Time for Love,2005.0,180.0,4.7,3276.0,"Musical, Drama, Romance            ",hindi
tt0080982,Kalyug,1981.0,152.0,7.8,493.0,Drama            ,hindi
tt13507408,Theeviram,2020.0,108.0,5.5,22.0,"Drama, Thriller            ",tamil
tt0156695,Kavi,1949.0,151.0,7.5,10.0,Drama            ,bengali
tt0317996,Poovarasan,1996.0,136.0,4.9,29.0,,tamil
tt0374122,Phir Aayee Barsat,1985.0,,7.8,6.0,Romance            ,hindi
tt2437236,Loh Purush,1999.0,,5.3,15.0,Action            ,hindi
tt0248228,Neerum Neruppum,1971.0,,6.6,25.0,,tamil
tt1390821,Chirodini Tumi Je Amar,2008.0,180.0,6.7,367.0,Romance            ,bengali
tt0250768,Talismi Jazeera,1992.0,,5.3,6.0,,urdu
tt8634328,Asees,2018.0,127.0,7.5,191.0,Drama            ,punjabi
tt4869678,Superstar Kidnap,2015.0,120.0,6.6,631.0,Thriller            ,telugu
tt1430096,Kutty Srank: The Sailor of Hearts,2009.0,127.0,7.0,494.0,Drama            ,malayalam
tt4701664,Thiranthidu Seese,2015.0,123.0,6.5,26.0,"Drama, Thriller            ",tamil
tt0105866,Yalgaar,1992.0,192.0,5.4,413.0,"Action, Drama, Thriller            ",hindi
tt0376787,Naani,2004.0,155.0,5.3,1150.0,Romance            ,telugu
tt0243447,Nausherwan-E-Adil,1957.0,137.0,6.4,17.0,"Action, Adventure, Drama            ",oriya
tt0155840,Lovers,1983.0,,4.7,27.0,"Comedy, Drama, Romance            ",hindi
tt3288670,Sringara Velan,2013.0,170.0,3.2,217.0,Comedy            ,tamil
tt7702330,Dar Si Jaati Hai Sila,,,8.6,60.0,Drama            ,oriya
tt0466367,Chand Sa Roshan Chehra,2005.0,120.0,4.8,52.0,Romance            ,hindi
tt10919600,Seasons Greeting,2019.0,47.0,5.4,24.0,Drama            ,hindi
tt0318015,Raman Abdullah,1997.0,,5.3,15.0,,tamil
tt1468864,Maruthanattu Ilavrasi,1950.0,,7.4,5.0,,tamil
tt2387495,Jalpari: The Desert Mermaid,2012.0,94.0,7.1,371.0,"Drama, Family, Mystery            ",hindi
tt11038702,Dandam,2019.0,150.0,8.1,15.0,Action            ,marathi
tt0276327,Meenathil Thalikettu,1998.0,,6.6,237.0,"Comedy, Drama, Family            ",malayalam
tt4898962,Oru Naal Iravil,2015.0,134.0,6.8,143.0,"Drama, Thriller            ",tamil
tt2615584,Phata Poster Nikhla Hero,2013.0,146.0,4.8,4423.0,"Action, Comedy            ",hindi
tt0242314,Billoo Baadshah,1989.0,148.0,4.6,39.0,"Action, Crime, Drama            ",hindi
tt7085078,Prem Geet 2,2017.0,138.0,7.4,113.0,"Drama, Romance            ",nepali
tt0929764,Istam,2001.0,150.0,5.8,37.0,Romance            ,telugu
tt6975084,Tomake Chai,2017.0,121.0,5.3,91.0,Romance            ,bengali
tt1464735,Baji,1963.0,125.0,7.5,10.0,,oriya
tt9011126,8MM Bullet,2018.0,146.0,7.0,64.0,Crime            ,kannada
tt0240891,Sesham Kazhchayil,1983.0,,6.3,20.0,Drama            ,malayalam
